--input INPUT	--output OUTPUT	--env SAMPLE_ID	--env SCHEMA	--env SERIES
gs://gbsc-gcp-project-mvp-group/jina-personalis-QC/dsub/vcfstats/rtg-tools/objects/SHIP4447084_rtg_vcfstats.txt	gs://gbsc-gcp-project-mvp-group/jina-personalis-QC/dsub/vcfstats/text-to-table/objects/SHIP4447084_rtg_vcfstats.txt.csv	SHIP4447084	rtg_vcfstats	rtg_vcfstats.txt
gs://gbsc-gcp-project-mvp-group/jina-personalis-QC/dsub/vcfstats/rtg-tools/objects/SHIP4447085_rtg_vcfstats.txt	gs://gbsc-gcp-project-mvp-group/jina-personalis-QC/dsub/vcfstats/text-to-table/objects/SHIP4447085_rtg_vcfstats.txt.csv	SHIP4447085	rtg_vcfstats	rtg_vcfstats.txt
gs://gbsc-gcp-project-mvp-group/jina-personalis-QC/dsub/vcfstats/rtg-tools/objects/SHIP4447086_rtg_vcfstats.txt	gs://gbsc-gcp-project-mvp-group/jina-personalis-QC/dsub/vcfstats/text-to-table/objects/SHIP4447086_rtg_vcfstats.txt.csv	SHIP4447086	rtg_vcfstats	rtg_vcfstats.txt
gs://gbsc-gcp-project-mvp-group/jina-personalis-QC/dsub/vcfstats/rtg-tools/objects/SHIP4447087_rtg_vcfstats.txt	gs://gbsc-gcp-project-mvp-group/jina-personalis-QC/dsub/vcfstats/text-to-table/objects/SHIP4447087_rtg_vcfstats.txt.csv	SHIP4447087	rtg_vcfstats	rtg_vcfstats.txt
gs://gbsc-gcp-project-mvp-group/jina-personalis-QC/dsub/vcfstats/rtg-tools/objects/SHIP4447088_rtg_vcfstats.txt	gs://gbsc-gcp-project-mvp-group/jina-personalis-QC/dsub/vcfstats/text-to-table/objects/SHIP4447088_rtg_vcfstats.txt.csv	SHIP4447088	rtg_vcfstats	rtg_vcfstats.txt
gs://gbsc-gcp-project-mvp-group/jina-personalis-QC/dsub/vcfstats/rtg-tools/objects/SHIP4447089_rtg_vcfstats.txt	gs://gbsc-gcp-project-mvp-group/jina-personalis-QC/dsub/vcfstats/text-to-table/objects/SHIP4447089_rtg_vcfstats.txt.csv	SHIP4447089	rtg_vcfstats	rtg_vcfstats.txt
gs://gbsc-gcp-project-mvp-group/jina-personalis-QC/dsub/vcfstats/rtg-tools/objects/SHIP4447090_rtg_vcfstats.txt	gs://gbsc-gcp-project-mvp-group/jina-personalis-QC/dsub/vcfstats/text-to-table/objects/SHIP4447090_rtg_vcfstats.txt.csv	SHIP4447090	rtg_vcfstats	rtg_vcfstats.txt
gs://gbsc-gcp-project-mvp-group/jina-personalis-QC/dsub/vcfstats/rtg-tools/objects/SHIP4447091_rtg_vcfstats.txt	gs://gbsc-gcp-project-mvp-group/jina-personalis-QC/dsub/vcfstats/text-to-table/objects/SHIP4447091_rtg_vcfstats.txt.csv	SHIP4447091	rtg_vcfstats	rtg_vcfstats.txt
gs://gbsc-gcp-project-mvp-group/jina-personalis-QC/dsub/vcfstats/rtg-tools/objects/SHIP4447092_rtg_vcfstats.txt	gs://gbsc-gcp-project-mvp-group/jina-personalis-QC/dsub/vcfstats/text-to-table/objects/SHIP4447092_rtg_vcfstats.txt.csv	SHIP4447092	rtg_vcfstats	rtg_vcfstats.txt
gs://gbsc-gcp-project-mvp-group/jina-personalis-QC/dsub/vcfstats/rtg-tools/objects/SHIP4447093_rtg_vcfstats.txt	gs://gbsc-gcp-project-mvp-group/jina-personalis-QC/dsub/vcfstats/text-to-table/objects/SHIP4447093_rtg_vcfstats.txt.csv	SHIP4447093	rtg_vcfstats	rtg_vcfstats.txt
gs://gbsc-gcp-project-mvp-group/jina-personalis-QC/dsub/vcfstats/rtg-tools/objects/SHIP4447094_rtg_vcfstats.txt	gs://gbsc-gcp-project-mvp-group/jina-personalis-QC/dsub/vcfstats/text-to-table/objects/SHIP4447094_rtg_vcfstats.txt.csv	SHIP4447094	rtg_vcfstats	rtg_vcfstats.txt
gs://gbsc-gcp-project-mvp-group/jina-personalis-QC/dsub/vcfstats/rtg-tools/objects/SHIP4447095_rtg_vcfstats.txt	gs://gbsc-gcp-project-mvp-group/jina-personalis-QC/dsub/vcfstats/text-to-table/objects/SHIP4447095_rtg_vcfstats.txt.csv	SHIP4447095	rtg_vcfstats	rtg_vcfstats.txt
gs://gbsc-gcp-project-mvp-group/jina-personalis-QC/dsub/vcfstats/rtg-tools/objects/SHIP4447096_rtg_vcfstats.txt	gs://gbsc-gcp-project-mvp-group/jina-personalis-QC/dsub/vcfstats/text-to-table/objects/SHIP4447096_rtg_vcfstats.txt.csv	SHIP4447096	rtg_vcfstats	rtg_vcfstats.txt
gs://gbsc-gcp-project-mvp-group/jina-personalis-QC/dsub/vcfstats/rtg-tools/objects/SHIP4447097_rtg_vcfstats.txt	gs://gbsc-gcp-project-mvp-group/jina-personalis-QC/dsub/vcfstats/text-to-table/objects/SHIP4447097_rtg_vcfstats.txt.csv	SHIP4447097	rtg_vcfstats	rtg_vcfstats.txt
gs://gbsc-gcp-project-mvp-group/jina-personalis-QC/dsub/vcfstats/rtg-tools/objects/SHIP4447098_rtg_vcfstats.txt	gs://gbsc-gcp-project-mvp-group/jina-personalis-QC/dsub/vcfstats/text-to-table/objects/SHIP4447098_rtg_vcfstats.txt.csv	SHIP4447098	rtg_vcfstats	rtg_vcfstats.txt
gs://gbsc-gcp-project-mvp-group/jina-personalis-QC/dsub/vcfstats/rtg-tools/objects/SHIP4447099_rtg_vcfstats.txt	gs://gbsc-gcp-project-mvp-group/jina-personalis-QC/dsub/vcfstats/text-to-table/objects/SHIP4447099_rtg_vcfstats.txt.csv	SHIP4447099	rtg_vcfstats	rtg_vcfstats.txt
gs://gbsc-gcp-project-mvp-group/jina-personalis-QC/dsub/vcfstats/rtg-tools/objects/SHIP4447100_rtg_vcfstats.txt	gs://gbsc-gcp-project-mvp-group/jina-personalis-QC/dsub/vcfstats/text-to-table/objects/SHIP4447100_rtg_vcfstats.txt.csv	SHIP4447100	rtg_vcfstats	rtg_vcfstats.txt
gs://gbsc-gcp-project-mvp-group/jina-personalis-QC/dsub/vcfstats/rtg-tools/objects/SHIP4447101_rtg_vcfstats.txt	gs://gbsc-gcp-project-mvp-group/jina-personalis-QC/dsub/vcfstats/text-to-table/objects/SHIP4447101_rtg_vcfstats.txt.csv	SHIP4447101	rtg_vcfstats	rtg_vcfstats.txt
gs://gbsc-gcp-project-mvp-group/jina-personalis-QC/dsub/vcfstats/rtg-tools/objects/SHIP4447102_rtg_vcfstats.txt	gs://gbsc-gcp-project-mvp-group/jina-personalis-QC/dsub/vcfstats/text-to-table/objects/SHIP4447102_rtg_vcfstats.txt.csv	SHIP4447102	rtg_vcfstats	rtg_vcfstats.txt
gs://gbsc-gcp-project-mvp-group/jina-personalis-QC/dsub/vcfstats/rtg-tools/objects/SHIP4449439_rtg_vcfstats.txt	gs://gbsc-gcp-project-mvp-group/jina-personalis-QC/dsub/vcfstats/text-to-table/objects/SHIP4449439_rtg_vcfstats.txt.csv	SHIP4449439	rtg_vcfstats	rtg_vcfstats.txt
gs://gbsc-gcp-project-mvp-group/jina-personalis-QC/dsub/vcfstats/rtg-tools/objects/SHIP4449440_rtg_vcfstats.txt	gs://gbsc-gcp-project-mvp-group/jina-personalis-QC/dsub/vcfstats/text-to-table/objects/SHIP4449440_rtg_vcfstats.txt.csv	SHIP4449440	rtg_vcfstats	rtg_vcfstats.txt
gs://gbsc-gcp-project-mvp-group/jina-personalis-QC/dsub/vcfstats/rtg-tools/objects/SHIP4449446_rtg_vcfstats.txt	gs://gbsc-gcp-project-mvp-group/jina-personalis-QC/dsub/vcfstats/text-to-table/objects/SHIP4449446_rtg_vcfstats.txt.csv	SHIP4449446	rtg_vcfstats	rtg_vcfstats.txt
gs://gbsc-gcp-project-mvp-group/jina-personalis-QC/dsub/vcfstats/rtg-tools/objects/SHIP4449448_rtg_vcfstats.txt	gs://gbsc-gcp-project-mvp-group/jina-personalis-QC/dsub/vcfstats/text-to-table/objects/SHIP4449448_rtg_vcfstats.txt.csv	SHIP4449448	rtg_vcfstats	rtg_vcfstats.txt
gs://gbsc-gcp-project-mvp-group/jina-personalis-QC/dsub/vcfstats/rtg-tools/objects/SHIP4449449_rtg_vcfstats.txt	gs://gbsc-gcp-project-mvp-group/jina-personalis-QC/dsub/vcfstats/text-to-table/objects/SHIP4449449_rtg_vcfstats.txt.csv	SHIP4449449	rtg_vcfstats	rtg_vcfstats.txt
gs://gbsc-gcp-project-mvp-group/jina-personalis-QC/dsub/vcfstats/rtg-tools/objects/SHIP4449450_rtg_vcfstats.txt	gs://gbsc-gcp-project-mvp-group/jina-personalis-QC/dsub/vcfstats/text-to-table/objects/SHIP4449450_rtg_vcfstats.txt.csv	SHIP4449450	rtg_vcfstats	rtg_vcfstats.txt
gs://gbsc-gcp-project-mvp-group/jina-personalis-QC/dsub/vcfstats/rtg-tools/objects/SHIP4449451_rtg_vcfstats.txt	gs://gbsc-gcp-project-mvp-group/jina-personalis-QC/dsub/vcfstats/text-to-table/objects/SHIP4449451_rtg_vcfstats.txt.csv	SHIP4449451	rtg_vcfstats	rtg_vcfstats.txt
gs://gbsc-gcp-project-mvp-group/jina-personalis-QC/dsub/vcfstats/rtg-tools/objects/SHIP4449452_rtg_vcfstats.txt	gs://gbsc-gcp-project-mvp-group/jina-personalis-QC/dsub/vcfstats/text-to-table/objects/SHIP4449452_rtg_vcfstats.txt.csv	SHIP4449452	rtg_vcfstats	rtg_vcfstats.txt
gs://gbsc-gcp-project-mvp-group/jina-personalis-QC/dsub/vcfstats/rtg-tools/objects/SHIP4449453_rtg_vcfstats.txt	gs://gbsc-gcp-project-mvp-group/jina-personalis-QC/dsub/vcfstats/text-to-table/objects/SHIP4449453_rtg_vcfstats.txt.csv	SHIP4449453	rtg_vcfstats	rtg_vcfstats.txt
gs://gbsc-gcp-project-mvp-group/jina-personalis-QC/dsub/vcfstats/rtg-tools/objects/SHIP4449454_rtg_vcfstats.txt	gs://gbsc-gcp-project-mvp-group/jina-personalis-QC/dsub/vcfstats/text-to-table/objects/SHIP4449454_rtg_vcfstats.txt.csv	SHIP4449454	rtg_vcfstats	rtg_vcfstats.txt
gs://gbsc-gcp-project-mvp-group/jina-personalis-QC/dsub/vcfstats/rtg-tools/objects/SHIP4449455_rtg_vcfstats.txt	gs://gbsc-gcp-project-mvp-group/jina-personalis-QC/dsub/vcfstats/text-to-table/objects/SHIP4449455_rtg_vcfstats.txt.csv	SHIP4449455	rtg_vcfstats	rtg_vcfstats.txt
gs://gbsc-gcp-project-mvp-group/jina-personalis-QC/dsub/vcfstats/rtg-tools/objects/SHIP4449456_rtg_vcfstats.txt	gs://gbsc-gcp-project-mvp-group/jina-personalis-QC/dsub/vcfstats/text-to-table/objects/SHIP4449456_rtg_vcfstats.txt.csv	SHIP4449456	rtg_vcfstats	rtg_vcfstats.txt
gs://gbsc-gcp-project-mvp-group/jina-personalis-QC/dsub/vcfstats/rtg-tools/objects/SHIP4449457_rtg_vcfstats.txt	gs://gbsc-gcp-project-mvp-group/jina-personalis-QC/dsub/vcfstats/text-to-table/objects/SHIP4449457_rtg_vcfstats.txt.csv	SHIP4449457	rtg_vcfstats	rtg_vcfstats.txt
gs://gbsc-gcp-project-mvp-group/jina-personalis-QC/dsub/vcfstats/rtg-tools/objects/SHIP4449459_rtg_vcfstats.txt	gs://gbsc-gcp-project-mvp-group/jina-personalis-QC/dsub/vcfstats/text-to-table/objects/SHIP4449459_rtg_vcfstats.txt.csv	SHIP4449459	rtg_vcfstats	rtg_vcfstats.txt
gs://gbsc-gcp-project-mvp-group/jina-personalis-QC/dsub/vcfstats/rtg-tools/objects/SHIP4449461_rtg_vcfstats.txt	gs://gbsc-gcp-project-mvp-group/jina-personalis-QC/dsub/vcfstats/text-to-table/objects/SHIP4449461_rtg_vcfstats.txt.csv	SHIP4449461	rtg_vcfstats	rtg_vcfstats.txt
gs://gbsc-gcp-project-mvp-group/jina-personalis-QC/dsub/vcfstats/rtg-tools/objects/SHIP4449462_rtg_vcfstats.txt	gs://gbsc-gcp-project-mvp-group/jina-personalis-QC/dsub/vcfstats/text-to-table/objects/SHIP4449462_rtg_vcfstats.txt.csv	SHIP4449462	rtg_vcfstats	rtg_vcfstats.txt
gs://gbsc-gcp-project-mvp-group/jina-personalis-QC/dsub/vcfstats/rtg-tools/objects/SHIP4449463_rtg_vcfstats.txt	gs://gbsc-gcp-project-mvp-group/jina-personalis-QC/dsub/vcfstats/text-to-table/objects/SHIP4449463_rtg_vcfstats.txt.csv	SHIP4449463	rtg_vcfstats	rtg_vcfstats.txt
gs://gbsc-gcp-project-mvp-group/jina-personalis-QC/dsub/vcfstats/rtg-tools/objects/SHIP4449464_rtg_vcfstats.txt	gs://gbsc-gcp-project-mvp-group/jina-personalis-QC/dsub/vcfstats/text-to-table/objects/SHIP4449464_rtg_vcfstats.txt.csv	SHIP4449464	rtg_vcfstats	rtg_vcfstats.txt
gs://gbsc-gcp-project-mvp-group/jina-personalis-QC/dsub/vcfstats/rtg-tools/objects/SHIP4449465_rtg_vcfstats.txt	gs://gbsc-gcp-project-mvp-group/jina-personalis-QC/dsub/vcfstats/text-to-table/objects/SHIP4449465_rtg_vcfstats.txt.csv	SHIP4449465	rtg_vcfstats	rtg_vcfstats.txt
gs://gbsc-gcp-project-mvp-group/jina-personalis-QC/dsub/vcfstats/rtg-tools/objects/SHIP4449466_rtg_vcfstats.txt	gs://gbsc-gcp-project-mvp-group/jina-personalis-QC/dsub/vcfstats/text-to-table/objects/SHIP4449466_rtg_vcfstats.txt.csv	SHIP4449466	rtg_vcfstats	rtg_vcfstats.txt
gs://gbsc-gcp-project-mvp-group/jina-personalis-QC/dsub/vcfstats/rtg-tools/objects/SHIP4449467_rtg_vcfstats.txt	gs://gbsc-gcp-project-mvp-group/jina-personalis-QC/dsub/vcfstats/text-to-table/objects/SHIP4449467_rtg_vcfstats.txt.csv	SHIP4449467	rtg_vcfstats	rtg_vcfstats.txt
gs://gbsc-gcp-project-mvp-group/jina-personalis-QC/dsub/vcfstats/rtg-tools/objects/SHIP4449468_rtg_vcfstats.txt	gs://gbsc-gcp-project-mvp-group/jina-personalis-QC/dsub/vcfstats/text-to-table/objects/SHIP4449468_rtg_vcfstats.txt.csv	SHIP4449468	rtg_vcfstats	rtg_vcfstats.txt
gs://gbsc-gcp-project-mvp-group/jina-personalis-QC/dsub/vcfstats/rtg-tools/objects/SHIP4449469_rtg_vcfstats.txt	gs://gbsc-gcp-project-mvp-group/jina-personalis-QC/dsub/vcfstats/text-to-table/objects/SHIP4449469_rtg_vcfstats.txt.csv	SHIP4449469	rtg_vcfstats	rtg_vcfstats.txt
gs://gbsc-gcp-project-mvp-group/jina-personalis-QC/dsub/vcfstats/rtg-tools/objects/SHIP4449470_rtg_vcfstats.txt	gs://gbsc-gcp-project-mvp-group/jina-personalis-QC/dsub/vcfstats/text-to-table/objects/SHIP4449470_rtg_vcfstats.txt.csv	SHIP4449470	rtg_vcfstats	rtg_vcfstats.txt
gs://gbsc-gcp-project-mvp-group/jina-personalis-QC/dsub/vcfstats/rtg-tools/objects/SHIP4454489_rtg_vcfstats.txt	gs://gbsc-gcp-project-mvp-group/jina-personalis-QC/dsub/vcfstats/text-to-table/objects/SHIP4454489_rtg_vcfstats.txt.csv	SHIP4454489	rtg_vcfstats	rtg_vcfstats.txt
gs://gbsc-gcp-project-mvp-group/jina-personalis-QC/dsub/vcfstats/rtg-tools/objects/SHIP4454490_rtg_vcfstats.txt	gs://gbsc-gcp-project-mvp-group/jina-personalis-QC/dsub/vcfstats/text-to-table/objects/SHIP4454490_rtg_vcfstats.txt.csv	SHIP4454490	rtg_vcfstats	rtg_vcfstats.txt
gs://gbsc-gcp-project-mvp-group/jina-personalis-QC/dsub/vcfstats/rtg-tools/objects/SHIP4454491_rtg_vcfstats.txt	gs://gbsc-gcp-project-mvp-group/jina-personalis-QC/dsub/vcfstats/text-to-table/objects/SHIP4454491_rtg_vcfstats.txt.csv	SHIP4454491	rtg_vcfstats	rtg_vcfstats.txt
gs://gbsc-gcp-project-mvp-group/jina-personalis-QC/dsub/vcfstats/rtg-tools/objects/SHIP4454492_rtg_vcfstats.txt	gs://gbsc-gcp-project-mvp-group/jina-personalis-QC/dsub/vcfstats/text-to-table/objects/SHIP4454492_rtg_vcfstats.txt.csv	SHIP4454492	rtg_vcfstats	rtg_vcfstats.txt
gs://gbsc-gcp-project-mvp-group/jina-personalis-QC/dsub/vcfstats/rtg-tools/objects/SHIP4454493_rtg_vcfstats.txt	gs://gbsc-gcp-project-mvp-group/jina-personalis-QC/dsub/vcfstats/text-to-table/objects/SHIP4454493_rtg_vcfstats.txt.csv	SHIP4454493	rtg_vcfstats	rtg_vcfstats.txt
gs://gbsc-gcp-project-mvp-group/jina-personalis-QC/dsub/vcfstats/rtg-tools/objects/SHIP4454494_rtg_vcfstats.txt	gs://gbsc-gcp-project-mvp-group/jina-personalis-QC/dsub/vcfstats/text-to-table/objects/SHIP4454494_rtg_vcfstats.txt.csv	SHIP4454494	rtg_vcfstats	rtg_vcfstats.txt
gs://gbsc-gcp-project-mvp-group/jina-personalis-QC/dsub/vcfstats/rtg-tools/objects/SHIP4454495_rtg_vcfstats.txt	gs://gbsc-gcp-project-mvp-group/jina-personalis-QC/dsub/vcfstats/text-to-table/objects/SHIP4454495_rtg_vcfstats.txt.csv	SHIP4454495	rtg_vcfstats	rtg_vcfstats.txt
gs://gbsc-gcp-project-mvp-group/jina-personalis-QC/dsub/vcfstats/rtg-tools/objects/SHIP4454496_rtg_vcfstats.txt	gs://gbsc-gcp-project-mvp-group/jina-personalis-QC/dsub/vcfstats/text-to-table/objects/SHIP4454496_rtg_vcfstats.txt.csv	SHIP4454496	rtg_vcfstats	rtg_vcfstats.txt
gs://gbsc-gcp-project-mvp-group/jina-personalis-QC/dsub/vcfstats/rtg-tools/objects/SHIP4454497_rtg_vcfstats.txt	gs://gbsc-gcp-project-mvp-group/jina-personalis-QC/dsub/vcfstats/text-to-table/objects/SHIP4454497_rtg_vcfstats.txt.csv	SHIP4454497	rtg_vcfstats	rtg_vcfstats.txt
gs://gbsc-gcp-project-mvp-group/jina-personalis-QC/dsub/vcfstats/rtg-tools/objects/SHIP4454498_rtg_vcfstats.txt	gs://gbsc-gcp-project-mvp-group/jina-personalis-QC/dsub/vcfstats/text-to-table/objects/SHIP4454498_rtg_vcfstats.txt.csv	SHIP4454498	rtg_vcfstats	rtg_vcfstats.txt
gs://gbsc-gcp-project-mvp-group/jina-personalis-QC/dsub/vcfstats/rtg-tools/objects/SHIP4454499_rtg_vcfstats.txt	gs://gbsc-gcp-project-mvp-group/jina-personalis-QC/dsub/vcfstats/text-to-table/objects/SHIP4454499_rtg_vcfstats.txt.csv	SHIP4454499	rtg_vcfstats	rtg_vcfstats.txt
gs://gbsc-gcp-project-mvp-group/jina-personalis-QC/dsub/vcfstats/rtg-tools/objects/SHIP4454500_rtg_vcfstats.txt	gs://gbsc-gcp-project-mvp-group/jina-personalis-QC/dsub/vcfstats/text-to-table/objects/SHIP4454500_rtg_vcfstats.txt.csv	SHIP4454500	rtg_vcfstats	rtg_vcfstats.txt
gs://gbsc-gcp-project-mvp-group/jina-personalis-QC/dsub/vcfstats/rtg-tools/objects/SHIP4454501_rtg_vcfstats.txt	gs://gbsc-gcp-project-mvp-group/jina-personalis-QC/dsub/vcfstats/text-to-table/objects/SHIP4454501_rtg_vcfstats.txt.csv	SHIP4454501	rtg_vcfstats	rtg_vcfstats.txt
gs://gbsc-gcp-project-mvp-group/jina-personalis-QC/dsub/vcfstats/rtg-tools/objects/SHIP4454502_rtg_vcfstats.txt	gs://gbsc-gcp-project-mvp-group/jina-personalis-QC/dsub/vcfstats/text-to-table/objects/SHIP4454502_rtg_vcfstats.txt.csv	SHIP4454502	rtg_vcfstats	rtg_vcfstats.txt
gs://gbsc-gcp-project-mvp-group/jina-personalis-QC/dsub/vcfstats/rtg-tools/objects/SHIP4454503_rtg_vcfstats.txt	gs://gbsc-gcp-project-mvp-group/jina-personalis-QC/dsub/vcfstats/text-to-table/objects/SHIP4454503_rtg_vcfstats.txt.csv	SHIP4454503	rtg_vcfstats	rtg_vcfstats.txt
gs://gbsc-gcp-project-mvp-group/jina-personalis-QC/dsub/vcfstats/rtg-tools/objects/SHIP4454504_rtg_vcfstats.txt	gs://gbsc-gcp-project-mvp-group/jina-personalis-QC/dsub/vcfstats/text-to-table/objects/SHIP4454504_rtg_vcfstats.txt.csv	SHIP4454504	rtg_vcfstats	rtg_vcfstats.txt
gs://gbsc-gcp-project-mvp-group/jina-personalis-QC/dsub/vcfstats/rtg-tools/objects/SHIP4454505_rtg_vcfstats.txt	gs://gbsc-gcp-project-mvp-group/jina-personalis-QC/dsub/vcfstats/text-to-table/objects/SHIP4454505_rtg_vcfstats.txt.csv	SHIP4454505	rtg_vcfstats	rtg_vcfstats.txt
gs://gbsc-gcp-project-mvp-group/jina-personalis-QC/dsub/vcfstats/rtg-tools/objects/SHIP4454506_rtg_vcfstats.txt	gs://gbsc-gcp-project-mvp-group/jina-personalis-QC/dsub/vcfstats/text-to-table/objects/SHIP4454506_rtg_vcfstats.txt.csv	SHIP4454506	rtg_vcfstats	rtg_vcfstats.txt
gs://gbsc-gcp-project-mvp-group/jina-personalis-QC/dsub/vcfstats/rtg-tools/objects/SHIP4454507_rtg_vcfstats.txt	gs://gbsc-gcp-project-mvp-group/jina-personalis-QC/dsub/vcfstats/text-to-table/objects/SHIP4454507_rtg_vcfstats.txt.csv	SHIP4454507	rtg_vcfstats	rtg_vcfstats.txt
gs://gbsc-gcp-project-mvp-group/jina-personalis-QC/dsub/vcfstats/rtg-tools/objects/SHIP4454508_rtg_vcfstats.txt	gs://gbsc-gcp-project-mvp-group/jina-personalis-QC/dsub/vcfstats/text-to-table/objects/SHIP4454508_rtg_vcfstats.txt.csv	SHIP4454508	rtg_vcfstats	rtg_vcfstats.txt
gs://gbsc-gcp-project-mvp-group/jina-personalis-QC/dsub/vcfstats/rtg-tools/objects/SHIP4454509_rtg_vcfstats.txt	gs://gbsc-gcp-project-mvp-group/jina-personalis-QC/dsub/vcfstats/text-to-table/objects/SHIP4454509_rtg_vcfstats.txt.csv	SHIP4454509	rtg_vcfstats	rtg_vcfstats.txt
gs://gbsc-gcp-project-mvp-group/jina-personalis-QC/dsub/vcfstats/rtg-tools/objects/SHIP4454510_rtg_vcfstats.txt	gs://gbsc-gcp-project-mvp-group/jina-personalis-QC/dsub/vcfstats/text-to-table/objects/SHIP4454510_rtg_vcfstats.txt.csv	SHIP4454510	rtg_vcfstats	rtg_vcfstats.txt
gs://gbsc-gcp-project-mvp-group/jina-personalis-QC/dsub/vcfstats/rtg-tools/objects/SHIP4454511_rtg_vcfstats.txt	gs://gbsc-gcp-project-mvp-group/jina-personalis-QC/dsub/vcfstats/text-to-table/objects/SHIP4454511_rtg_vcfstats.txt.csv	SHIP4454511	rtg_vcfstats	rtg_vcfstats.txt
gs://gbsc-gcp-project-mvp-group/jina-personalis-QC/dsub/vcfstats/rtg-tools/objects/SHIP4454512_rtg_vcfstats.txt	gs://gbsc-gcp-project-mvp-group/jina-personalis-QC/dsub/vcfstats/text-to-table/objects/SHIP4454512_rtg_vcfstats.txt.csv	SHIP4454512	rtg_vcfstats	rtg_vcfstats.txt
gs://gbsc-gcp-project-mvp-group/jina-personalis-QC/dsub/vcfstats/rtg-tools/objects/SHIP4454513_rtg_vcfstats.txt	gs://gbsc-gcp-project-mvp-group/jina-personalis-QC/dsub/vcfstats/text-to-table/objects/SHIP4454513_rtg_vcfstats.txt.csv	SHIP4454513	rtg_vcfstats	rtg_vcfstats.txt
